#sysbench OLTP read-only, 14 reads per TRX, 32 tables
#95%ile of transaction time [ms]
#
#thread count       	1	8	16	32	64	128	256	512	1024	2048	4096
mariadb-10.2.8      	1.5700	1.6500	1.8100	3.9800	7.3800	14.530	28.200	58.610	237.46	600.08	1164.6
mariadb-10.2.9      	1.6300	1.6900	1.8100	3.9900	7.3900	14.540	28.340	58.420	130.42	448.05	821.20
mariadb-10.2.10     	1.6000	1.6400	1.7800	3.9600	7.3400	14.310	27.660	57.700	124.43	363.89	869.78
mariadb-10.2.11     	1.5100	1.6500	1.7700	3.9400	7.2800	14.260	27.590	57.510	398.92	347.19	1149.7
mariadb-10.2.12     	1.5000	1.6800	1.7900	4.0300	7.4100	14.480	28.390	58.420	129.41	468.91	1113.8
mariadb-10.2.13     	1.5400	1.6800	1.7900	3.9800	7.3500	14.530	28.040	57.840	127.56	324.67	1104.8
mariadb-10.3.0      	1.6700	1.6900	1.8300	3.9600	7.3700	14.580	27.860	59.870	131.28	441.79	1056.9
mariadb-10.3.1      	1.6600	1.6800	1.8200	4.0400	7.4800	14.580	28.380	58.930	402.40	526.50	1037.2
mariadb-10.3.2      	1.5700	1.6600	1.7900	4.0600	7.4900	14.680	29.170	59.780	179.06	90.330	1113.8
mariadb-10.3.4      	1.4100	1.7100	1.9000	4.1700	7.5900	14.970	29.160	60.120	131.91	382.32	963.25
mariadb-10.3.5      	1.6100	1.7100	1.8300	4.0900	7.5900	14.870	29.240	59.830	132.62	399.88	820.71
